document_id,text,cluster,cluster_label,cluster_rq
doc_0222,"Nestlé requires its suppliers, service providers, distributors and third parties acting on its behalf to act with integrity and to comply with anti-bribery laws.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0222,We reserve the right to change or end commercial relationships where these do not meet our requirements.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0222,"Our Compliance Reporting System, ""Tell us"", provides all the external stakeholders with a dedicated communication channel for reporting potential instances of non-compliance with our Corporate Business Principles.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0222,Nestle does not currently manufacture products or source raw materials directly in Cambodia.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0223,"For the selection of business partners and distributors, a strict due diligence process is followed, and we set out the expectation that trade partners adhere to the highest standards of business conducts.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0223,"Our Global Human Rights Policy sets out standards, expectations and commitments in relation to our responsibility to respect human rights in our own operations, as well as to not knowingly contribute to violations of human rights by other parties:",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0223,"As a signatory to the United Nations Global Compact, we are committed to business practices that do not infringe on human rights and align with various international standards of responsible business conduct.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0223,"Separately, we were informed by our local distributor (Attwood Import Export Co. Ltd.) that the information as reported is incorrect.",0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0223,Attwood has confirmed the following facts: the company is 100% owned by Madame Lim Chhiv Ho and there is no link between the company and the sister or any other family member of the Prime Minister in terms of ownership or governance.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0224,"Formal inquiries with the commercial registry show no association of Hung Sen family with Attwood business, the local distributor of Hennessy.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0225,"The factory supplies Nestlé in Bangladesh, along with a number of other companies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0225,It does not supply any materials for Nestlé’s operations in other countries.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0225,"Prioritising the health and safety of workers, and ensuring that fire prevention and emergency procedures are in place, are non-negotiable requirements for Nestlé’s suppliers.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0225,"An audit of the Tampaco factory by our partner SGS took place in 2011, which found a number of deficiencies.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0225,All of the findings relating to health and safety were rectified by the time of a follow up inspection in December 2012.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0225,We await further details from the authorities and others in Bangladesh on what caused this incident.,0,Denial and Counter Evidence,"[1, 2, 3, 4, 5]"
doc_0228,"We regularly engage with a range of stakeholders including investors, governments and civil society to better understand climate change risks and share our own assessments.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0228,"In line with our commitment to transparency we report our position on climate change and carbon pricing in our Annual Report, 3 Sustainable Development Report 4 and on our website.5",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0228,"This includes our Climate Change Position Statement,6 approved at the highest level of our business.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0228,"Our Climate Change Position Statement confirms that we engage with our host communities by listening to and working with them on energy, emissions and climate issues that are important to them.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0228,"Our Health, Safety, Environment and Communities Policy8 notes that we respect human rights and work with communities to create mutual value throughout and beyond the life of our operations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0228,"We believe that an effective response to climate change is best achieved by companies, governments and society working together towards common goals, as demonstrated by our support for the Paris Pledge for Action.14",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0228,To this end we respectfully encourage the Commission to consider focusing any recommendations from the National Inquiry on collective solutions.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0228,"Our global code of business conduct, The way we work,10 our Human Rights Policy11 and voluntary commitments to initiatives such as the UN Global Compact 12 provide the framework for our human rights approach which is consistent with the UN Guiding Principles on Business and Human Rights.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0228,In 2016 our Board supported a shareholder resolution7 on climate change disclosure which requested that routine annual reporting include more information about climate change including public policy positions.,6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0230,"PepsiCo takes seriously all allegations of human rights violations, whether alleged to have occurred in our own operations or those of our third party business partners.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0230,"We have a robust Human Rights Program, the foundation of which is our Human Rights Policy, our Supplier Code of Conduct, and our Sustainable Sourcing Program.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0230,Our programs and our response to allegations of human rights violations are guided by the U.N. Guiding Principles for Business and Human Rights and the OECD Guidelines for Multinational Enterprises.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0230,"PepsiCo is aware of IUF’s allegations of human rights violations, and continues to maintain the position that we have acted properly in each instance.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0232,"Todas nuestras operaciones en el Perti cuentan con permisos de operacién validos y cumplen a cabalidad o exceden los reglamentos ambientales y sociales aplicables del Pert, incluyendo aquellos relacionados con estandares ambientales y con la presentacién de informes.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,Nuestras operaciones llevan a cabo el monitoreo ambiental en forma regular y estan sujetas a auditorias externas e internas para evaluar el desempefio ambiental de cada emplazamiento.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,Tintaya-Antapaccay conserva y recicla toda el agua utilizada en el operacién en el emplazamiento y no la descarga a los rios locales.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,"En los ultimos afios, Tintaya-Antapaccay ha implementado diversos programas de monitoreo participativo con comunidades locales.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0232,"Obviamente, el emplazamiento considerara solicitudes adicionales de monitoreo independiente.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,Nos proponemos garantizar un respaldo de amplia base para nuestras actividades y Tintaya ha recibido un respaldo abrumador de la comunidad en la consulta publica para la Evaluaci6n del Impacto Ambiental del proyecto de expansién de Antapaccay.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0232,"A pesar del intento de Tintaya-Antapaccay de mantener un dialogo con las autoridades municipales y llegar a una solucién pacifica y no obstante los acuerdos anteriores del gobierno nacional de realizar un monitoreo ambiental conjunto intensivo adicional en la provincia, las protestas continuaron en Espinar en mayo de 2012, fuera del area de operacién de Tintaya-Antapaccay.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0232,No toleramos la violencia de ninguna clase y estamos comprometidos a respetar los derechos humanos de nuestros empleados y miembros de la comunidad en la regién.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,Hemos implementado los Principios Voluntarios en nuestras operaciones peruanas y todos los lideres y la gerencia de los contratistas privados de seguridad utilizados en nuestros proyectos y operaciones han recibido capacitacién en derechos humanos.,14,Assurances and remediation,"[2, 3, 4, 5, 6]"
doc_0232,"Los organismos normativos peruanos, incluido OEFA, han tomado cientos de muestras y han desarrollado diversos programas de monitoreo como parte de sus facultades de auditoria en los ultimos afios y no han encontrado prueba de contaminacién.",14,Assurances and remediation,"[2, 3, 4, 5, 6]"
